industry_code,StateName,Date,industry_name,area_fips,own_code,agglvl_code,size_code,year,qtr,disclosure_code,annual_avg_estabs_count,annual_avg_emplvl,total_annual_wages,taxable_annual_wages,annual_contributions,annual_avg_wkly_wage,avg_annual_pay,StateInitial,FIPS,lfo,estab_f,rcptot_n_f,rcptot_f,rcptot,category,Total_Number_of_Farms,Total_Number_of_Workers,Total_Number_of_Operators,N_BREAK
311,Alabama,1/1/2012,Food Manufacturing,1000,5,55,0,2012,A, ,908,31832,952338199,304249623,7894564,586,30477,AL,1, , , , ,14277,Food Processing and Manufacturing, , , ,2
311,Alabama,1/1/2013,Food Manufacturing,1000,5,55,0,2013,A, ,348,31419,981087016,303687312,8374913,600,31226,AL,1, , , , , ,Food Processing and Manufacturing, , , ,1
311,Alaska,1/1/2009,Food Manufacturing,2000,5,55,0,2009,A, ,300,9659,302166648,264283220,6212332,608,31622,AK,2, , , , ,3223,Food Processing and Manufacturing, , , ,2
311,Alaska,1/1/2010,Food Manufacturing,2000,5,55,0,2010,A, ,291,9721,328376642,282003881,7010992,656,34101,AK,2, , , , ,4145,Food Processing and Manufacturing, , , ,2
311,Alaska,1/1/2011,Food Manufacturing,2000,5,55,0,2011,A, ,299,10719,362425719,310871557,10062390,656,34133,AK,2, , , , ,5001,Food Processing and Manufacturing, , , ,2
311,Alaska,1/1/2012,Food Manufacturing,2000,5,55,0,2012,A, ,317,10779,376529429,317181699,12448961,679,35318,AK,2, , , , ,5380,Food Processing and Manufacturing, , , ,2
311,Alaska,1/1/2013,Food Manufacturing,2000,5,55,0,2013,A, ,189,10865,402639334,349678940,15055064,713,37060,AK,2, , , , , ,Food Processing and Manufacturing, , , ,1
311,Arizona,1/1/2009,Food Manufacturing,4000,5,55,0,2009,A, ,667,10632,397629627,86809721,1080177,750,39009,AZ,4, , , , ,15753,Food Processing and Manufacturing, , , ,2
311,Arizona,1/1/2010,Food Manufacturing,4000,5,55,0,2010,A, ,771,10784,399763956,85413579,1444984,750,39006,AZ,4, , , , ,15982,Food Processing and Manufacturing, , , ,2
311,Arizona,1/1/2011,Food Manufacturing,4000,5,55,0,2011,A, ,855,11010,421143913,86780217,1532976,779,40517,AZ,4, , , , ,18804,Food Processing and Manufacturing, , , ,2
311,Arizona,1/1/2012,Food Manufacturing,4000,5,55,0,2012,A, ,900,11406,429618915,94050446,1722800,769,39979,AZ,4, , , , ,20434,Food Processing and Manufacturing, , , ,2
311,Arizona,1/1/2013,Food Manufacturing,4000,5,55,0,2013,A, ,243,11381,454022468,97338110,1825605,767,39894,AZ,4, , , , , ,Food Processing and Manufacturing, , , ,1
311,Arkansas,1/1/2009,Food Manufacturing,5000,5,55,0,2009,A, ,553,47072,1369297420,525647637,9111046,562,29242,AR,5, , , , ,9885,Food Processing and Manufacturing, , , ,2
311,Arkansas,1/1/2010,Food Manufacturing,5000,5,55,0,2010,A, ,564,46483,1421094944,608517563,14076118,591,30750,AR,5, , , , ,10414,Food Processing and Manufacturing, , , ,2
311,Arkansas,1/1/2011,Food Manufacturing,5000,5,55,0,2011,A, ,615,44803,1380361530,594396271,14589295,597,31040,AR,5, , , , ,13046,Food Processing and Manufacturing, , , ,2
311,Arkansas,1/1/2012,Food Manufacturing,5000,5,55,0,2012,A, ,603,43953,1385472862,580453707,15786252,611,31760,AR,5, , , , ,12727,Food Processing and Manufacturing, , , ,2
311,Arkansas,1/1/2013,Food Manufacturing,5000,5,55,0,2013,A, ,273,42942,1390481972,567044387,14782764,623,32381,AR,5, , , , , ,Food Processing and Manufacturing, , , ,1
311,California,1/1/2009,Food Manufacturing,6000,5,55,0,2009,A, ,6954,150364,6104090577,1182574431,51496668,800,41580,CA,6, , , , ,187452,Food Processing and Manufacturing, , , ,2
311,California,1/1/2010,Food Manufacturing,6000,5,55,0,2010,A, ,7447,149926,6130202191,1201457492,58726140,808,42020,CA,6, , , , ,194606,Food Processing and Manufacturing, , , ,2
311,California,1/1/2011,Food Manufacturing,6000,5,55,0,2011,A, ,7872,152809,6253020464,1268845968,67540910,811,42160,CA,6, , , , ,201902,Food Processing and Manufacturing, , , ,2
311,California,1/1/2012,Food Manufacturing,6000,5,55,0,2012,A, ,8368,154025,6490402831,1264890468,67407085,837,43529,CA,6, , , , ,214560,Food Processing and Manufacturing, , , ,2
311,California,1/1/2013,Food Manufacturing,6000,5,55,0,2013,A, ,3554,149763,6629816054,1260529721,65273418,851,44269,CA,6, , , , , ,Food Processing and Manufacturing, , , ,1
311,Colorado,1/1/2009,Food Manufacturing,8000,5,55,0,2009,A, ,1050,18927,727923941,202963998,2314626,762,39602,CO,8, , , , ,18854,Food Processing and Manufacturing, , , ,2
311,Colorado,1/1/2010,Food Manufacturing,8000,5,55,0,2010,A, ,1101,19103,722250354,207569646,3418438,751,39037,CO,8, , , , ,21610,Food Processing and Manufacturing, , , ,2
311,Colorado,1/1/2011,Food Manufacturing,8000,5,55,0,2011,A, ,1186,20132,736071714,209237604,6646458,728,37854,CO,8, , , , ,23577,Food Processing and Manufacturing, , , ,2
311,Colorado,1/1/2012,Food Manufacturing,8000,5,55,0,2012,A, ,1256,20056,751246825,223053708,6509714,748,38891,CO,8, , , , ,24529,Food Processing and Manufacturing, , , ,2
311,Colorado,1/1/2013,Food Manufacturing,8000,5,55,0,2013,A, ,537,19884,786723096,241524451,4383697,761,39565,CO,8, , , , , ,Food Processing and Manufacturing, , , ,1
311,Connecticut,1/1/2009,Food Manufacturing,9000,5,55,0,2009,A, ,577,7351,272570550,108096295,3292234,743,38617,CT,9, , , , ,17262,Food Processing and Manufacturing, , , ,2
311,Connecticut,1/1/2010,Food Manufacturing,9000,5,55,0,2010,A, ,621,7554,291320461,107550115,3533069,775,40283,CT,9, , , , ,18062,Food Processing and Manufacturing, , , ,2
311,Connecticut,1/1/2011,Food Manufacturing,9000,5,55,0,2011,A, ,614,7454,286813211,107662132,3923574,772,40158,CT,9, , , , ,17004,Food Processing and Manufacturing, , , ,2
311,Connecticut,1/1/2012,Food Manufacturing,9000,5,55,0,2012,A, ,670,7411,292766925,106148903,4075140,799,41556,CT,9, , , , ,18672,Food Processing and Manufacturing, , , ,2
311,Connecticut,1/1/2013,Food Manufacturing,9000,5,55,0,2013,A, ,326,7228,301154028,107085730,4038609,801,41666,CT,9, , , , , ,Food Processing and Manufacturing, , , ,1
311,Delaware,1/1/2009,Food Manufacturing,10000,5,55,0,2009,A, ,112,9139,280996361,113003339,1598214,594,30883,DE,10, , , , ,3251,Food Processing and Manufacturing, , , ,2
311,Delaware,1/1/2010,Food Manufacturing,10000,5,55,0,2010,A, ,118,8882,285665758,106604781,1689482,622,32319,DE,10, , , , ,2747,Food Processing and Manufacturing, , , ,2
311,Delaware,1/1/2011,Food Manufacturing,10000,5,55,0,2011,A, ,120,8816,270713395,106462012,2309687,594,30878,DE,10, , , , ,1779,Food Processing and Manufacturing, , , ,2
311,Delaware,1/1/2012,Food Manufacturing,10000,5,55,0,2012,A, ,139,8775,288430830,105284667,3350358,637,33108,DE,10, , , , ,2864,Food Processing and Manufacturing, , , ,2
311,Delaware,1/1/2013,Food Manufacturing,10000,5,55,0,2013,A, ,72,8598,292917161,102236395,3700395,655,34070,DE,10, , , , , ,Food Processing and Manufacturing, , , ,1
311,District of Columbia,1/1/2009,Food Manufacturing,11000,5,55,0,2009,A, ,50,227,6184010,1999254,46313,622,32349,DC,11, , , , ,2040,Food Processing and Manufacturing, , , ,2
311,District of Columbia,1/1/2010,Food Manufacturing,11000,5,55,0,2010,A, ,49,210,5251653,1734365,48176,574,29867,DC,11, , , , ,1266,Food Processing and Manufacturing, , , ,2
311,District of Columbia,1/1/2011,Food Manufacturing,11000,5,55,0,2011,A, ,69,131,1798518,928481,19415,459,23874,DC,11, , , , ,1629,Food Processing and Manufacturing, , , ,2
311,District of Columbia,1/1/2012,Food Manufacturing,11000,5,55,0,2012,A, ,79,155,2287912,881871,14967,502,26123,DC,11, , , , ,2204,Food Processing and Manufacturing, , , ,2
311,District of Columbia,1/1/2013,Food Manufacturing,11000,5,55,0,2013,A, ,10,75,2047932,818228,13588,529,27489,DC,11, , , , , ,Food Processing and Manufacturing, , , ,1
311,Florida,1/1/2009,Food Manufacturing,12000,5,55,0,2009,A, ,3335,30301,1150029182,236785761,5373318,787,40905,FL,12, , , , ,79882,Food Processing and Manufacturing, , , ,2
311,Florida,1/1/2010,Food Manufacturing,12000,5,55,0,2010,A, ,3741,29830,1120709919,239197505,6611343,790,41094,FL,12, , , , ,84571,Food Processing and Manufacturing, , , ,2
311,Florida,1/1/2011,Food Manufacturing,12000,5,55,0,2011,A, ,4038,31406,1177742704,240729733,9164405,791,41124,FL,12, , , , ,93801,Food Processing and Manufacturing, , , ,2
311,Florida,1/1/2012,Food Manufacturing,12000,5,55,0,2012,A, ,4438,32315,1184513438,273234866,11426339,779,40530,FL,12, , , , ,101131,Food Processing and Manufacturing, , , ,2
311,Florida,1/1/2013,Food Manufacturing,12000,5,55,0,2013,A, ,1351,29538,1214244866,276346916,10773066,791,41108,FL,12, , , , , ,Food Processing and Manufacturing, , , ,1
311,Georgia,1/1/2009,Food Manufacturing,13000,5,55,0,2009,A, ,1689,64399,2746502038,619357480,7902851,834,43372,GA,13, , , , ,33447,Food Processing and Manufacturing, , , ,2
311,Georgia,1/1/2010,Food Manufacturing,13000,5,55,0,2010,A, ,1830,62767,2981597540,606590740,9943907,932,48439,GA,13, , , , ,37509,Food Processing and Manufacturing, , , ,2
311,Georgia,1/1/2011,Food Manufacturing,13000,5,55,0,2011,A, ,2023,63379,3123142406,610988753,11532202,969,50374,GA,13, , , , ,40520,Food Processing and Manufacturing, , , ,2
311,Georgia,1/1/2012,Food Manufacturing,13000,5,55,0,2012,A, ,2182,63899,3370959583,627529700,12753820,1039,54042,GA,13, , , , ,44904,Food Processing and Manufacturing, , , ,2
311,Georgia,1/1/2013,Food Manufacturing,13000,5,55,0,2013,A, ,648,61603,3273864638,679801838,13411829,1022,53145,GA,13, , , , , ,Food Processing and Manufacturing, , , ,1
311,Hawaii,1/1/2009,Food Manufacturing,15000,5,55,0,2009,A, ,524,6046,162859439,72961933,508234,538,27970,HI,15, , , , ,9604,Food Processing and Manufacturing, , , ,2
311,Hawaii,1/1/2010,Food Manufacturing,15000,5,55,0,2010,A, ,552,5876,161332088,124866965,1777034,552,28716,HI,15, , , , ,10850,Food Processing and Manufacturing, , , ,2
311,Hawaii,1/1/2011,Food Manufacturing,15000,5,55,0,2011,A, ,559,5931,162326421,125989908,2927555,551,28665,HI,15, , , , ,10013,Food Processing and Manufacturing, , , ,2
311,Hawaii,1/1/2012,Food Manufacturing,15000,5,55,0,2012,A, ,635,6397,176881744,140919355,3290053,561,29173,HI,15, , , , ,12105,Food Processing and Manufacturing, , , ,2
311,Hawaii,1/1/2013,Food Manufacturing,15000,5,55,0,2013,A, ,296,6296,186143983,148666402,4519415,569,29564,HI,15, , , , , ,Food Processing and Manufacturing, , , ,1
311,Idaho,1/1/2009,Food Manufacturing,16000,5,55,0,2009,A, ,432,15830,572839741,419986473,5939479,704,36584,ID,16, , , , ,5834,Food Processing and Manufacturing, , , ,2
311,Idaho,1/1/2010,Food Manufacturing,16000,5,55,0,2010,A, ,459,15604,580356294,423197750,12864958,724,37670,ID,16, , , , ,5625,Food Processing and Manufacturing, , , ,2
311,Idaho,1/1/2011,Food Manufacturing,16000,5,55,0,2011,A, ,471,15536,605345711,426982861,12905345,759,39482,ID,16, , , , ,5950,Food Processing and Manufacturing, , , ,2
311,Idaho,1/1/2012,Food Manufacturing,16000,5,55,0,2012,A, ,503,15849,634060719,445600155,13496074,781,40593,ID,16, , , , ,5506,Food Processing and Manufacturing, , , ,2
311,Idaho,1/1/2013,Food Manufacturing,16000,5,55,0,2013,A, ,278,16359,669105573,481741150,11627724,787,40901,ID,16, , , , , ,Food Processing and Manufacturing, , , ,1
311,Illinois,1/1/2009,Food Manufacturing,17000,5,55,0,2009,A, ,2446,77927,3691355044,1003613862,23596541,922,47941,IL,17, , , , ,33470,Food Processing and Manufacturing, , , ,2
311,Illinois,1/1/2010,Food Manufacturing,17000,5,55,0,2010,A, ,2573,76781,3768391303,1004327823,28019448,957,49740,IL,17, , , , ,33817,Food Processing and Manufacturing, , , ,2
311,Illinois,1/1/2011,Food Manufacturing,17000,5,55,0,2011,A, ,2777,77320,3830576354,1024160601,37386011,968,50311,IL,17, , , , ,39462,Food Processing and Manufacturing, , , ,2
311,Illinois,1/1/2012,Food Manufacturing,17000,5,55,0,2012,A, ,3053,77521,3971544561,1098678013,47791331,1004,52205,IL,17, , , , ,44026,Food Processing and Manufacturing, , , ,2
311,Illinois,1/1/2013,Food Manufacturing,17000,5,55,0,2013,A, ,1658,76201,4010475142,1107903394,43928642,1012,52630,IL,17, , , , , ,Food Processing and Manufacturing, , , ,1
311,Indiana,1/1/2009,Food Manufacturing,18000,5,55,0,2009,A, ,961,34057,1317573927,272772581,7160428,754,39224,IN,18, , , , ,16111,Food Processing and Manufacturing, , , ,2
311,Indiana,1/1/2010,Food Manufacturing,18000,5,55,0,2010,A, ,1008,34015,1352508427,297259416,7685843,777,40378,IN,18, , , , ,16398,Food Processing and Manufacturing, , , ,2
311,Indiana,1/1/2011,Food Manufacturing,18000,5,55,0,2011,A, ,1097,34833,1400895849,373661615,9912900,787,40910,IN,18, , , , ,17511,Food Processing and Manufacturing, , , ,2
311,Indiana,1/1/2012,Food Manufacturing,18000,5,55,0,2012,A, ,1122,35149,1429422082,387164243,10215428,796,41380,IN,18, , , , ,19370,Food Processing and Manufacturing, , , ,2
311,Indiana,1/1/2013,Food Manufacturing,18000,5,55,0,2013,A, ,521,34456,1430520307,398296830,9483564,798,41518,IN,18, , , , , ,Food Processing and Manufacturing, , , ,1
311,Iowa,1/1/2009,Food Manufacturing,19000,3,55,0,2009,A,N,847,50917,2172584509,1214019419,17896839,825,42917,IA,19, , , , ,9518,Food Processing and Manufacturing, , , ,3
311,Iowa,1/1/2010,Food Manufacturing,19000,3,55,0,2010,A,N,880,50635,2225431975,1243651865,26748104,851,44240,IA,19, , , , ,10302,Food Processing and Manufacturing, , , ,3
311,Iowa,1/1/2011,Food Manufacturing,19000,3,55,0,2011,A,N,880,50446,2248078392,1248137863,31451120,863,44865,IA,19, , , , ,10863,Food Processing and Manufacturing, , , ,3
311,Iowa,1/1/2012,Food Manufacturing,19000,3,55,0,2012,A,N,957,50279,2309173148,1266777359,28186284,890,46299,IA,19, , , , ,11519,Food Processing and Manufacturing, , , ,3
311,Iowa,1/1/2013,Food Manufacturing,19000,3,55,0,2013,A,N,571,50339,2358978735,1302230597,23181187,901,46862,IA,19, , , , , ,Food Processing and Manufacturing, , , ,2
311,Kansas,1/1/2009,Food Manufacturing,20000,5,55,0,2009,A, ,605,30825,1181086073,285031933,4790395,744,38686,KS,20, , , , ,10034,Food Processing and Manufacturing, , , ,2
311,Kansas,1/1/2010,Food Manufacturing,20000,5,55,0,2010,A, ,625,30717,1213669370,286674942,10521067,768,39914,KS,20, , , , ,10571,Food Processing and Manufacturing, , , ,2
